Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,temp_diff,power_proxy,wear_category,high_wear,high_torque,low_speed,strain_index,overheat,failure_mode_count
L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0,0,11.0,6.1275,Low(51-100),0,0,0,0,0,0
L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0,0,11.0,5.4397,Low(51-100),0,0,0,0,0,0
M,297.9,308.9,1547,44.0,72,0,0,0,0,0,0,1,11.0,7.1275,Low(51-100),0,0,0,0,0,0
L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0,0,10.9,7.0534,Low(51-100),0,1,1,1,0,0
L,298.0,308.9,1406,40.9,77,0,0,0,0,0,0,0,10.9,6.0215,Low(51-100),0,0,1,0,0,0
M,298.0,309.0,1393,55.9,79,0,0,0,0,0,0,1,11.0,8.1538,Low(51-100),0,1,1,1,0,0
M,297.9,309.0,2456,13.9,82,0,0,0,0,0,0,1,11.1,3.5747,Low(51-100),0,0,0,0,0,0
M,298.0,309.0,1409,49.1,85,0,0,0,0,0,0,1,11.0,7.2442,Low(51-100),0,1,1,1,0,0
L,298.0,308.9,1390,53.9,88,0,0,0,0,0,0,0,10.9,7.8451,Low(51-100),0,1,1,1,0,0
L,298.0,309.0,1679,32.4,90,0,0,0,0,0,0,0,11.0,5.6963,Low(51-100),0,0,0,0,0,0
L,298.0,308.9,1508,37.1,92,0,0,0,0,0,0,0,10.9,5.8583,Low(51-100),0,0,0,0,0,0
L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0,0,10.9,5.5799,Low(51-100),0,0,0,0,0,0
H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0,2,11.1,6.722,Low(51-100),0,0,0,0,0,0
L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0,0,11.0,7.3803,Medium(101-150),0,1,1,1,0,0
L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0,0,11.1,7.1174,Medium(101-150),0,1,1,1,0,0
M,297.7,308.8,1350,57.0,105,0,0,0,0,0,0,1,11.1,8.0576,Medium(101-150),0,1,1,1,0,0
L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0,0,11.1,7.7994,Medium(101-150),0,1,1,1,0,0
M,297.8,309.0,1675,30.0,110,0,0,0,0,0,0,1,11.2,5.2618,Medium(101-150),0,0,0,0,0,0
M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0,1,11.1,6.1479,Medium(101-150),0,0,0,0,0,0
L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0,0,11.1,6.3529,Medium(101-150),0,0,1,0,0,0
L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0,0,11.1,7.1058,Medium(101-150),0,0,0,0,0,0
L,298.0,309.1,1820,23.6,120,0,0,0,0,0,0,0,11.1,4.4976,Medium(101-150),0,0,0,0,0,0
L,298.0,309.1,1822,23.5,122,0,0,0,0,0,0,0,11.1,4.4835,Medium(101-150),0,0,0,0,0,0
L,298.0,309.1,1473,44.3,124,0,0,0,0,0,0,0,11.1,6.8329,Medium(101-150),0,0,0,0,0,0
M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0,1,11.0,6.1728,Medium(101-150),0,0,0,0,0,0
M,298.1,309.0,2042,17.8,129,0,0,0,0,0,0,1,10.9,3.806,Medium(101-150),0,0,0,0,0,0
L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,0,11.0,4.5484,Medium(101-150),0,0,0,0,0,0
L,298.2,309.1,1539,36.5,134,0,0,0,0,0,0,0,10.9,5.882,Medium(101-150),0,0,0,0,0,0
L,298.2,309.1,1350,52.0,136,0,0,0,0,0,0,0,10.9,7.3508,Medium(101-150),0,1,1,1,0,0
L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0,0,10.8,6.6257,Medium(101-150),0,0,1,0,0,0
L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,0,10.8,4.0472,Medium(101-150),0,0,0,0,0,0
M,298.2,308.9,1592,35.2,142,0,0,0,0,0,0,1,10.7,5.8679,Medium(101-150),0,0,0,0,0,0
L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0,0,10.6,5.1486,Medium(101-150),0,0,0,0,0,0
M,298.1,308.8,1811,25.4,147,0,0,0,0,0,0,1,10.7,4.8167,Medium(101-150),0,0,0,0,0,0
M,298.2,308.8,1456,41.2,150,0,0,0,0,0,0,1,10.6,6.2814,Medium(101-150),0,0,0,0,0,0
H,298.2,308.8,1436,51.9,153,0,0,0,0,0,0,2,10.6,7.804,High(151-200),0,1,0,0,0,0
M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0,1,10.6,7.0738,High(151-200),0,1,1,1,0,0
L,298.1,308.7,1683,29.1,161,0,0,0,0,0,0,0,10.6,5.1283,High(151-200),0,0,0,0,0,0
M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0,1,10.5,8.0924,High(151-200),0,1,1,1,0,0
L,298.3,308.8,1454,49.0,166,0,0,0,0,0,0,0,10.5,7.4603,High(151-200),0,1,0,0,0,0
L,298.3,308.8,1767,27.3,168,0,0,0,0,0,0,0,10.5,5.0512,High(151-200),0,0,0,0,0,0
L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,0,10.6,4.8826,High(151-200),0,0,0,0,0,0
L,298.3,308.9,1862,27.0,172,0,0,0,0,0,0,0,10.6,5.2643,High(151-200),0,0,0,0,0,0
L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0,0,10.6,5.4488,High(151-200),0,0,0,0,0,0
M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,1,10.8,6.3259,High(151-200),0,0,0,0,0,0
L,298.3,309.0,1657,32.2,179,0,0,0,0,0,0,0,10.7,5.587,High(151-200),0,0,0,0,0,0
H,298.3,309.0,1823,25.9,181,0,0,0,0,0,0,2,10.7,4.9441,High(151-200),0,0,0,0,0,0
M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,1,10.9,4.9789,High(151-200),0,0,0,0,0,0
M,298.1,309.0,1533,36.1,189,0,0,0,0,0,0,1,10.9,5.7949,High(151-200),0,0,0,0,0,0
M,298.2,309.0,1508,40.5,192,0,0,0,0,0,0,1,10.8,6.3952,High(151-200),0,0,0,0,0,0
L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0,0,10.8,5.2626,High(151-200),0,0,0,0,0,0
L,298.2,309.0,1651,31.5,197,0,0,0,0,0,0,0,10.8,5.4457,High(151-200),0,0,0,0,0,0
L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0,0,10.9,5.7831,High(151-200),0,0,0,0,0,0
M,298.3,309.1,1296,58.7,201,0,0,0,0,0,0,1,10.8,7.966,Critical(>200),1,1,1,1,0,0
H,298.3,309.0,1379,43.2,0,0,0,0,0,0,0,2,10.7,6.238,Fresh(0-50),0,0,1,0,0,0
M,298.2,309.0,1694,28.0,5,0,0,0,0,0,0,1,10.8,4.9667,Fresh(0-50),0,0,0,0,0,0
L,298.2,309.0,1377,57.8,8,0,0,0,0,0,0,0,10.8,8.3341,Fresh(0-50),0,1,1,1,0,0
H,298.3,309.0,1470,38.4,10,0,0,0,0,0,0,2,10.7,5.9108,Fresh(0-50),0,0,0,0,0,0
M,298.3,309.1,1404,47.0,15,0,0,0,0,0,0,1,10.8,6.9097,Fresh(0-50),0,1,1,1,0,0
L,298.3,309.1,1593,40.1,18,0,0,0,0,0,0,0,10.8,6.6889,Fresh(0-50),0,0,0,0,0,0
M,298.3,309.0,1526,36.9,20,0,0,0,0,0,0,1,10.7,5.8963,Fresh(0-50),0,0,0,0,0,0
M,298.3,308.9,1390,49.7,23,0,0,0,0,0,0,1,10.6,7.2338,Fresh(0-50),0,1,1,1,0,0
L,298.2,308.9,1737,25.5,26,0,0,0,0,0,0,0,10.7,4.6381,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.8,1362,57.3,28,0,0,0,0,0,0,0,10.6,8.172,Fresh(0-50),0,1,1,1,0,0
L,298.2,308.8,1666,31.5,30,0,0,0,0,0,0,0,10.6,5.4952,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.8,1354,60.9,32,0,0,0,0,0,0,0,10.6,8.6344,Fresh(0-50),0,1,1,1,0,0
L,298.2,308.8,1302,60.4,34,0,0,0,0,0,0,0,10.6,8.2346,Fresh(0-50),0,1,1,1,0,0
L,298.2,308.7,1991,20.5,36,0,0,0,0,0,0,0,10.5,4.2739,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.6,1353,54.1,38,0,0,0,0,0,0,0,10.4,7.6646,Fresh(0-50),0,1,1,1,0,0
H,298.2,308.7,1520,35.7,40,0,0,0,0,0,0,2,10.5,5.6821,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.7,1428,54.9,45,0,0,0,0,0,0,0,10.5,8.2091,Fresh(0-50),0,1,0,0,0,0
L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,0,10.5,4.941,Fresh(0-50),0,0,0,0,0,0
L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0,0,10.6,5.3652,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.7,1447,48.4,51,0,0,0,0,0,0,0,10.5,7.3335,Low(51-100),0,1,0,0,0,0
H,298.2,308.8,1606,39.9,53,0,0,0,0,0,0,2,10.6,6.7099,Low(51-100),0,0,0,0,0,0
M,298.2,308.8,1645,28.2,58,0,0,0,0,0,0,1,10.6,4.8575,Low(51-100),0,0,0,0,0,0
H,298.2,308.8,1470,43.3,61,0,0,0,0,0,0,2,10.6,6.665,Low(51-100),0,0,0,0,0,0
L,298.2,308.9,1336,45.0,66,0,0,0,0,0,0,0,10.7,6.2953,Low(51-100),0,0,1,0,0,0
M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,1,10.7,6.5592,Low(51-100),0,0,1,0,0,0
M,298.3,309.0,1802,27.5,71,0,0,0,0,0,0,1,10.7,5.189,Low(51-100),0,0,0,0,0,0
L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0,0,10.7,5.5865,Low(51-100),0,0,0,0,0,0
M,298.2,309.0,1410,47.6,76,0,0,0,0,0,0,1,10.8,7.0279,Low(51-100),0,1,1,1,0,0
L,298.2,308.9,1605,32.0,79,0,0,0,0,0,0,0,10.7,5.378,Low(51-100),0,0,0,0,0,0
L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0,0,10.7,5.0286,Low(51-100),0,0,0,0,0,0
L,298.2,308.9,1444,53.1,83,0,0,0,0,0,0,0,10.7,8.0289,Low(51-100),0,1,0,0,0,0
L,298.2,308.9,1367,45.0,85,0,0,0,0,0,0,0,10.7,6.4414,Low(51-100),0,0,1,0,0,0
L,298.2,309.0,1418,44.2,87,0,0,0,0,0,0,0,10.8,6.5629,Low(51-100),0,0,1,0,0,0
L,298.2,309.0,1353,57.8,89,0,0,0,0,0,0,0,10.8,8.1888,Low(51-100),0,1,1,1,0,0
L,298.2,309.0,1643,34.1,91,0,0,0,0,0,0,0,10.8,5.8666,Low(51-100),0,0,0,0,0,0
L,298.3,309.1,1437,38.0,93,0,0,0,0,0,0,0,10.8,5.7179,Low(51-100),0,0,0,0,0,0
L,298.1,309.0,1437,36.2,95,0,0,0,0,0,0,0,10.9,5.4471,Low(51-100),0,0,0,0,0,0
M,298.2,309.0,1413,47.9,97,0,0,0,0,0,0,1,10.8,7.0872,Low(51-100),0,1,1,1,0,0
H,298.2,309.0,1524,39.1,100,0,0,0,0,0,0,2,10.8,6.2396,Low(51-100),0,0,0,0,0,0
M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0,1,10.8,6.7213,Medium(101-150),0,0,0,0,0,0
L,298.1,308.9,1313,50.6,108,0,0,0,0,0,0,0,10.8,6.9568,Medium(101-150),0,1,1,1,0,0
M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,1,10.8,7.0454,Medium(101-150),0,1,1,1,0,0
L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0,0,10.8,5.9976,Medium(101-150),0,0,1,0,0,0
M,298.1,308.9,1459,50.3,115,0,0,0,0,0,0,1,10.8,7.6846,Medium(101-150),0,1,0,0,0,0
M,298.1,308.9,1804,25.1,118,0,0,0,0,0,0,1,10.8,4.7414,Medium(101-150),0,0,0,0,0,0
L,298.2,309.0,1491,38.3,121,0,0,0,0,0,0,0,10.8,5.9796,Medium(101-150),0,0,0,0,0,0
L,298.3,309.1,1537,43.0,123,0,0,0,0,0,0,0,10.8,6.9205,Medium(101-150),0,0,0,0,0,0
H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0,2,10.8,5.2052,Medium(101-150),0,0,0,0,0,0
M,298.3,309.2,1783,28.3,130,0,0,0,0,0,0,1,10.9,5.2837,Medium(101-150),0,0,0,0,0,0
L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0,0,10.8,7.2745,Medium(101-150),0,1,1,1,0,0
L,298.4,309.1,1423,48.0,135,0,0,0,0,0,0,0,10.7,7.1523,Medium(101-150),0,1,0,0,0,0
L,298.3,309.2,1562,37.6,137,0,0,0,0,0,0,0,10.9,6.1499,Medium(101-150),0,0,0,0,0,0
L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0,0,10.9,6.6177,Medium(101-150),0,0,0,0,0,0
L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0,0,11.0,6.9663,Medium(101-150),0,0,0,0,0,0
H,298.5,309.4,1573,33.6,143,0,0,0,0,0,0,2,10.9,5.5343,Medium(101-150),0,0,0,0,0,0
L,298.5,309.4,1418,45.1,148,0,0,0,0,0,0,0,10.9,6.6965,Medium(101-150),0,0,1,0,0,0
M,298.5,309.4,1565,33.7,150,0,0,0,0,0,0,1,10.9,5.5226,Medium(101-150),0,0,0,0,0,0
L,298.5,309.5,1569,41.0,153,0,0,0,0,0,0,0,11.0,6.736,High(151-200),0,0,0,0,0,0
H,298.5,309.4,1417,41.2,155,0,0,0,0,0,0,2,10.9,6.1131,High(151-200),0,0,1,0,0,0
L,298.5,309.5,1480,38.1,160,0,0,0,0,0,0,0,11.0,5.9045,High(151-200),0,0,0,0,0,0
L,298.5,309.4,1364,44.5,162,0,0,0,0,0,0,0,10.9,6.3558,High(151-200),0,0,1,0,0,0
L,298.5,309.4,1911,21.5,164,0,0,0,0,0,0,0,10.9,4.3023,High(151-200),0,0,0,0,0,0
L,298.4,309.3,1409,43.1,166,0,0,0,0,0,0,0,10.9,6.3589,High(151-200),0,0,1,0,0,0
L,298.4,309.2,1335,53.5,168,0,0,0,0,0,0,0,10.8,7.4788,High(151-200),0,1,1,1,0,0
M,298.5,309.3,1512,38.1,170,0,0,0,0,0,0,1,10.8,6.0322,High(151-200),0,0,0,0,0,0
L,298.6,309.4,1447,40.2,173,0,0,0,0,0,0,0,10.8,6.091,High(151-200),0,0,0,0,0,0
L,298.6,309.3,1537,37.6,175,0,0,0,0,0,0,0,10.7,6.0514,High(151-200),0,0,0,0,0,0
M,298.6,309.3,1510,40.8,177,0,0,0,0,0,0,1,10.7,6.4511,High(151-200),0,0,0,0,0,0
L,298.6,309.3,1677,31.2,180,0,0,0,0,0,0,0,10.7,5.4788,High(151-200),0,0,0,0,0,0
L,298.5,309.2,1504,33.7,182,0,0,0,0,0,0,0,10.7,5.3073,High(151-200),0,0,0,0,0,0
H,298.5,309.1,2051,19.0,184,0,0,0,0,0,0,2,10.6,4.0805,High(151-200),0,0,0,0,0,0
L,298.5,309.1,1474,41.3,189,0,0,0,0,0,0,0,10.6,6.3745,High(151-200),0,0,0,0,0,0
M,298.4,309.0,1507,36.1,191,0,0,0,0,0,0,1,10.6,5.6966,High(151-200),0,0,0,0,0,0
L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0,0,10.5,5.937,High(151-200),0,0,0,0,0,0
M,298.5,309.0,1921,22.0,196,0,0,0,0,0,0,1,10.5,4.4253,High(151-200),0,0,0,0,0,0
L,298.5,309.0,1450,40.5,199,0,0,0,0,0,0,0,10.5,6.1492,High(151-200),0,0,0,0,0,0
L,298.4,308.9,1402,44.8,201,0,0,0,0,0,0,0,10.5,6.5769,Critical(>200),1,0,1,0,0,0
L,298.4,308.9,1501,50.0,203,0,0,0,0,0,0,0,10.5,7.8586,Critical(>200),1,1,0,0,0,0
L,298.5,308.9,1725,31.9,205,0,0,0,0,0,0,0,10.4,5.762,Critical(>200),1,0,0,0,0,0
H,298.5,308.9,1500,40.3,207,0,0,0,0,0,0,2,10.4,6.3298,Critical(>200),1,0,0,0,0,0
H,298.5,309.0,1531,30.8,212,0,0,0,0,0,0,2,10.5,4.9377,Critical(>200),1,0,0,0,0,0
L,298.5,309.0,1458,44.8,217,0,0,0,0,0,0,0,10.5,6.8396,Critical(>200),1,0,0,0,0,0
H,298.4,308.9,1577,37.1,0,0,0,0,0,0,0,2,10.5,6.1264,Fresh(0-50),0,0,0,0,0,0
M,298.3,308.9,1363,46.1,5,0,0,0,0,0,0,1,10.6,6.5795,Fresh(0-50),0,0,1,0,0,0
H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0,2,10.6,5.6807,Fresh(0-50),0,0,0,0,0,0
M,298.3,308.8,1391,50.4,13,0,0,0,0,0,0,1,10.5,7.341,Fresh(0-50),0,1,1,1,0,0
L,298.2,308.8,1616,33.7,16,0,0,0,0,0,0,0,10.6,5.7025,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.8,1442,47.0,18,0,0,0,0,0,0,0,10.6,7.0968,Fresh(0-50),0,1,0,0,0,0
M,298.2,308.8,1626,40.4,20,0,0,0,0,0,0,1,10.6,6.8786,Fresh(0-50),0,0,0,0,0,0
M,298.2,308.7,1426,42.6,23,0,0,0,0,0,0,1,10.5,6.361,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.7,1436,49.1,26,0,0,0,0,0,0,0,10.5,7.383,Fresh(0-50),0,1,0,0,0,0
M,298.2,308.7,1599,36.2,28,0,0,0,0,0,0,1,10.5,6.0611,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.7,2186,17.8,31,0,0,0,0,0,0,0,10.5,4.0744,Fresh(0-50),0,0,0,0,0,0
L,298.3,308.8,1645,30.4,33,0,0,0,0,0,0,0,10.5,5.2364,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.7,1780,27.9,35,0,0,0,0,0,0,0,10.5,5.2002,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.8,1345,44.3,37,0,0,0,0,0,0,0,10.6,6.2391,Fresh(0-50),0,0,1,0,0,0
M,298.2,308.8,1607,31.9,39,0,0,0,0,0,0,1,10.6,5.3679,Fresh(0-50),0,0,0,0,0,0
L,298.3,308.9,1708,28.0,42,0,0,0,0,0,0,0,10.6,5.0077,Fresh(0-50),0,0,0,0,0,0
L,298.3,308.9,1270,52.7,44,0,0,0,0,0,0,0,10.6,7.0083,Fresh(0-50),0,1,1,1,0,0
M,298.3,308.9,1646,25.4,46,0,0,0,0,0,0,1,10.6,4.3778,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.7,1407,45.1,49,0,0,0,0,0,0,0,10.5,6.6446,Fresh(0-50),0,0,1,0,0,0
M,298.1,308.7,1581,47.4,51,0,0,0,0,0,0,1,10.6,7.8471,Low(51-100),0,1,0,0,0,0
L,298.0,308.6,1532,42.6,54,0,0,0,0,0,0,0,10.6,6.8338,Low(51-100),0,0,0,0,0,0
L,298.0,308.6,1610,33.1,56,0,0,0,0,0,0,0,10.6,5.5802,Low(51-100),0,0,0,0,0,0
M,298.0,308.5,1682,33.0,58,0,0,0,0,0,0,1,10.5,5.8121,Low(51-100),0,0,0,0,0,0
L,297.9,308.5,1519,34.3,61,0,0,0,0,0,0,0,10.6,5.4557,Low(51-100),0,0,0,0,0,0
L,297.9,308.5,1683,28.5,63,0,0,0,0,0,0,0,10.6,5.0226,Low(51-100),0,0,0,0,0,0
M,298.0,308.6,1254,55.8,65,0,0,0,0,0,0,1,10.6,7.327,Low(51-100),0,1,1,1,0,0
L,298.0,308.5,1461,48.0,68,0,0,0,0,0,0,0,10.5,7.3432,Low(51-100),0,1,0,0,0,0
L,297.9,308.5,1472,45.1,70,0,0,0,0,0,0,0,10.6,6.9515,Low(51-100),0,0,0,0,0,0
L,297.7,308.4,1510,38.6,72,0,0,0,0,0,0,0,10.7,6.1032,Low(51-100),0,0,0,0,0,0
M,297.7,308.3,1547,36.8,74,0,0,0,0,0,0,1,10.6,5.9612,Low(51-100),0,0,0,0,0,0
H,297.7,308.4,1418,51.9,77,0,0,0,0,0,0,2,10.7,7.7062,Low(51-100),0,1,1,1,0,0
L,297.7,308.4,1289,51.3,82,0,0,0,0,0,0,0,10.7,6.9242,Low(51-100),0,1,1,1,0,0
L,297.7,308.4,1487,41.4,84,0,0,0,0,0,0,0,10.7,6.4463,Low(51-100),0,0,0,0,0,0
L,297.7,308.5,1453,45.5,86,0,0,0,0,0,0,0,10.8,6.9227,Low(51-100),0,0,0,0,0,0
M,297.8,308.5,1466,44.7,88,0,0,0,0,0,0,1,10.7,6.8618,Low(51-100),0,0,0,0,0,0
H,297.7,308.4,1288,49.5,91,0,0,0,0,0,0,2,10.7,6.676,Low(51-100),0,1,1,1,0,0
H,297.7,308.4,1738,27.7,96,0,0,0,0,0,0,2,10.7,5.0411,Low(51-100),0,0,0,0,0,0
H,297.7,308.3,1488,41.0,101,0,0,0,0,0,0,2,10.6,6.3883,Medium(101-150),0,0,0,0,0,0
L,297.6,308.3,1816,28.8,106,0,0,0,0,0,0,0,10.7,5.4765,Medium(101-150),0,0,0,0,0,0
L,297.5,308.2,1419,48.5,108,0,0,0,0,0,0,0,10.7,7.2064,Medium(101-150),0,1,1,1,0,0
L,297.4,308.1,1435,45.7,110,0,0,0,0,0,0,0,10.7,6.867,Medium(101-150),0,0,0,0,0,0
M,297.5,308.1,1480,42.4,112,0,0,0,0,0,0,1,10.6,6.5709,Medium(101-150),0,0,0,0,0,0
L,297.5,308.2,1610,33.6,115,0,0,0,0,0,0,0,10.7,5.6645,Medium(101-150),0,0,0,0,0,0
H,297.5,308.1,1548,38.2,117,0,0,0,0,0,0,2,10.6,6.192,Medium(101-150),0,0,0,0,0,0
M,297.6,308.1,1379,57.4,122,0,0,0,0,0,0,1,10.5,8.2884,Medium(101-150),0,1,1,1,0,0
M,297.5,308.1,1907,23.5,125,0,0,0,0,0,0,1,10.6,4.6926,Medium(101-150),0,0,0,0,0,0
M,297.5,308.0,2033,16.7,128,0,0,0,0,0,0,1,10.5,3.5551,Medium(101-150),0,0,0,0,0,0
H,297.4,307.9,1390,52.0,131,0,0,0,0,0,0,2,10.5,7.5686,Medium(101-150),0,1,1,1,0,0
M,297.5,307.9,1544,37.9,136,0,0,0,0,0,0,1,10.4,6.1275,Medium(101-150),0,0,0,0,0,0
L,297.6,308.0,1258,57.4,139,0,0,0,0,0,0,0,10.4,7.5612,Medium(101-150),0,1,1,1,0,0
M,297.5,308.0,1560,39.0,141,0,0,0,0,0,0,1,10.5,6.3707,Medium(101-150),0,0,0,0,0,0
H,297.6,308.2,2071,18.5,144,0,0,0,0,0,0,2,10.6,4.0119,Medium(101-150),0,0,0,0,0,0
L,297.6,308.1,1437,46.3,149,0,0,0,0,0,0,0,10.5,6.9668,Medium(101-150),0,0,0,0,0,0
H,297.7,308.2,1489,43.0,151,0,0,0,0,0,0,2,10.5,6.7044,High(151-200),0,0,0,0,0,0
L,297.7,308.2,1334,53.0,156,0,0,0,0,0,0,0,10.5,7.4034,High(151-200),0,1,1,1,0,0
L,297.7,308.2,1500,39.9,158,0,0,0,0,0,0,0,10.5,6.267,High(151-200),0,0,0,0,0,0
L,297.8,308.3,1498,47.3,160,0,0,0,0,0,0,0,10.5,7.4194,High(151-200),0,1,0,0,0,0
M,297.7,308.2,1370,53.4,162,0,0,0,0,0,0,1,10.5,7.6605,High(151-200),0,1,1,1,0,0
H,297.7,308.2,1526,40.1,165,0,0,0,0,0,0,2,10.5,6.4076,High(151-200),0,0,0,0,0,0
L,297.8,308.3,1477,44.8,170,0,0,0,0,0,0,0,10.5,6.9288,High(151-200),0,0,0,0,0,0
L,297.7,308.2,1446,43.9,172,0,0,0,0,0,0,0,10.5,6.6471,High(151-200),0,0,0,0,0,0
M,297.7,308.2,1720,25.6,174,0,0,0,0,0,0,1,10.5,4.6107,High(151-200),0,0,0,0,0,0
L,297.7,308.1,1734,30.7,177,0,0,0,0,0,0,0,10.4,5.5742,High(151-200),0,0,0,0,0,0
L,297.7,308.1,1697,29.1,179,0,0,0,0,0,0,0,10.4,5.171,High(151-200),0,0,0,0,0,0
L,297.7,308.2,2007,19.3,181,0,0,0,0,0,0,0,10.5,4.056,High(151-200),0,0,0,0,0,0
M,297.7,308.1,1469,48.8,183,0,0,0,0,0,0,1,10.4,7.5065,High(151-200),0,1,0,0,0,0
M,297.7,308.1,2189,15.6,186,0,0,0,0,0,0,1,10.4,3.5757,High(151-200),0,0,0,0,0,0
L,297.8,308.3,1435,50.1,189,0,0,0,0,0,0,0,10.5,7.5281,High(151-200),0,1,0,0,0,0
H,297.9,308.4,1637,34.5,191,0,0,0,0,0,0,2,10.5,5.9138,High(151-200),0,0,0,0,0,0
L,298.0,308.5,1664,28.3,196,0,0,0,0,0,0,0,10.5,4.931,High(151-200),0,0,0,0,0,0
M,298.0,308.5,1666,31.0,198,0,0,0,0,0,0,1,10.5,5.408,High(151-200),0,0,0,0,0,0
L,298.0,308.5,1404,46.6,201,0,0,0,0,0,0,0,10.5,6.8509,Critical(>200),1,0,1,0,0,0
L,298.0,308.5,1702,26.7,203,0,0,0,0,0,0,0,10.5,4.7585,Critical(>200),1,0,0,0,0,0
L,298.1,308.6,1439,44.9,205,0,0,0,0,0,0,0,10.5,6.7656,Critical(>200),1,0,0,0,0,0
L,298.1,308.6,1354,53.9,207,1,0,0,0,1,0,0,10.5,7.6419,Critical(>200),1,1,1,1,0,1
M,298.2,308.7,1361,44.2,0,0,0,0,0,0,0,1,10.5,6.2991,Fresh(0-50),0,0,1,0,0,0
M,298.1,308.5,1463,45.9,3,0,0,0,0,0,0,1,10.4,7.0316,Fresh(0-50),0,0,0,0,0,0
H,298.1,308.4,1515,43.8,6,0,0,0,0,0,0,2,10.3,6.9484,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.4,1432,46.2,11,0,0,0,0,0,0,0,10.4,6.9276,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.4,1911,22.0,13,0,0,0,0,0,0,0,10.4,4.4023,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.4,1472,42.0,15,0,0,0,0,0,0,0,10.4,6.4737,Fresh(0-50),0,0,0,0,0,0
M,298.1,308.5,1382,54.5,17,0,0,0,0,0,0,1,10.4,7.8868,Fresh(0-50),0,1,1,1,0,0
L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0,0,10.4,5.1606,Fresh(0-50),0,0,0,0,0,0
L,298.1,308.5,1676,30.5,22,0,0,0,0,0,0,0,10.4,5.3527,Fresh(0-50),0,0,0,0,0,0
M,298.0,308.5,1585,33.0,24,0,0,0,0,0,0,1,10.5,5.477,Fresh(0-50),0,0,0,0,0,0
M,298.1,308.6,1415,46.3,27,0,0,0,0,0,0,1,10.5,6.8602,Fresh(0-50),0,0,1,0,0,0
L,298.1,308.7,1341,55.7,30,0,0,0,0,0,0,0,10.6,7.8213,Fresh(0-50),0,1,1,1,0,0
L,298.2,308.8,1540,34.8,32,0,0,0,0,0,0,0,10.6,5.6117,Fresh(0-50),0,0,0,0,0,0
H,298.2,308.8,1837,28.4,34,0,0,0,0,0,0,2,10.6,5.4629,Fresh(0-50),0,0,0,0,0,0
L,298.2,308.8,1498,36.0,39,0,0,0,0,0,0,0,10.6,5.6469,Fresh(0-50),0,0,0,0,0,0
